"title","link","description","pubDate","releaseDate","guid","episodeType","episode","itunes_title","author","explicit","image","enclosure","duration","subtitle","summary","clean"
"868: The Hand That Rocks The Gavel","https://www.thisamericanlife.org/868/the-hand-that-rocks-the-gavel","","2025-09-12T11:27:18-04:00","2025-09-19T00:00:00-00:00","","Full","868","The Hand That Rocks The Gavel (Promo)","This American Life","yes","","","","A group of immigration judges, who almost never speak to the press, describes the dismantling of our immigration court system from the inside.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/868.mp3"
"867: College Disorientation","https://www.thisamericanlife.org/867/college-disorientation","","2025-09-05T10:42:54-04:00","2025-09-12T00:00:00-00:00","","Full","867","College Disorientation","This American Life","yes","","","","Things are different on college campuses this year. We see inside the drama, with students and staff.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/867.mp3"
"866: Watch Out for That Tree","https://www.thisamericanlife.org/866/watch-out-for-that-tree","","2025-08-22T09:00:55-04:00","2025-09-05T00:00:00-00:00","","Full","866","Watch Out for That Tree","This American Life","yes","","","","Small human plans that run into much larger obstacles.","",""
"233: Starting From Scratch","https://www.thisamericanlife.org/233/starting-from-scratch","","2003-03-07T00:00:00-05:00","2003-03-07T00:00:00-00:00","","Full","233","Starting From Scratch","This American Life","yes","","","","A man in retirement tries to start over in a new life with a new venture: a cable channel, with lots of puppies.","",""
"865: The Other Territory","https://www.thisamericanlife.org/865/the-other-territory","","2025-08-08T12:28:20-04:00","2025-08-22T00:00:00-00:00","","Full","865","The Other Territory","This American Life","yes","","","","Since October 7, Israel has intensified restrictions on West Bank Palestinians while global attention focused on Gaza. We travel to the West Bank to see these changes in person.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/865.mp3"
"864: Chicago Hope","https://www.thisamericanlife.org/864/chicago-hope","","2025-07-11T11:55:50-04:00","2025-07-18T00:00:00-00:00","","Full","864","Chicago Hope","This American Life","yes","","","","The story of the most commonly performed surgery, and what goes terribly wrong with it.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/864.mp3"
"863: Championship Window","https://www.thisamericanlife.org/863/championship-window","","2025-06-20T11:52:32-04:00","2025-06-27T00:00:00-00:00","","Full","863","Championship Window","This American Life","yes","","","","People on a mission to achieve their goals before their window of opportunity closes.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/863.mp3"
"862: Some Things We Don't Do Anymore","https://www.thisamericanlife.org/862/some-things-we-dont-do-anymore","","2025-06-06T09:29:47-04:00","2025-06-20T00:00:00-00:00","","Full","862","Some Things We Don't Do Anymore","This American Life","yes","","","","Trump froze U.S. foreign aid and dismantled USAID. We examine the agency’s impact and hear from people trying to navigate this chaotic moment.","",""
"861: Group Chat","https://www.thisamericanlife.org/861/group-chat","","2025-05-23T10:34:25-04:00","2025-05-30T00:00:00-00:00","","Full","861","Group Chat","This American Life","yes","","","","Conversations across a divide: People who are outside a war zone check in with family, friends, and strangers inside.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/861.mp3"
"860: Suddenly: A Mirror!","https://www.thisamericanlife.org/860/suddenly-a-mirror","","2025-05-09T11:01:22-04:00","2025-05-23T00:00:00-00:00","","Full","860","Suddenly: A Mirror!","This American Life","yes","","","","A show about people who are suddenly confronted with who they are.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/860.mp3"
"859: Chaos Graph","https://www.thisamericanlife.org/859/chaos-graph","","2025-04-18T10:50:10-04:00","2025-04-25T00:00:00-00:00","","Full","859","Chaos Graph","This American Life","yes","","","","People immersed in chaos try to solve for what it all adds up to.","",""
"858: How to Tell a Dumb American Story","https://www.thisamericanlife.org/858/how-to-tell-a-dumb-american-story","","2025-04-04T11:18:49-04:00","2025-04-11T00:00:00-00:00","","Full","858","How to Tell a Dumb American Story","This American Life","yes","","","","A couple devises a strategy to get their daughter's killer prosecuted and to get attention for other Native families.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/858.mp3"
"857: Museum of Now","https://www.thisamericanlife.org/857/museum-of-now","","2025-03-21T10:33:42-04:00","2025-03-28T00:00:00-00:00","","Full","857","Museum of Now","This American Life","yes","","","","Artifacts and exhibits of this particular moment we are living through.","",""
"856: You’ve Come to the Right Person","https://www.thisamericanlife.org/856/youve-come-to-the-right-person","","2025-03-07T14:30:07-05:00","2025-03-14T00:00:00-00:00","","Full","856","You’ve Come to the Right Person","This American Life","yes","","","","Sometimes, life’s biggest mysteries require one very specific person to answer them.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/856.mp3"
"855: That’s a Weird Thing to Lie About","https://www.thisamericanlife.org/855/thats-a-weird-thing-to-lie-about","","2025-02-14T11:29:55-05:00","2025-02-28T00:00:00-00:00","","Full","855","That’s a Weird Thing to Lie About","This American Life","yes","","","","Unnecessary and outrageous lies that make you wonder — why lie about that in the first place?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/855.mp3"
"854: Ten Things I Don't Want to Hate About You","https://www.thisamericanlife.org/854/ten-things-i-dont-want-to-hate-about-you","","2025-02-14T11:29:11-05:00","2025-02-21T00:00:00-00:00","","Full","854","Ten Things I Don't Want to Hate About You","This American Life","yes","","","","Zach Mack and his dad try to mend a rift between them in a very unusual way.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/854.mp3"
"853: Groundhog Day","https://www.thisamericanlife.org/853/groundhog-day","","2025-01-24T10:57:32-05:00","2025-01-31T00:00:00-00:00","","Full","853","Groundhog Day","This American Life","yes","","","","People stuck in a loop, trying to find their way out.","",""
"852: Pivot Point","https://www.thisamericanlife.org/852/pivot-point","","2025-01-10T11:47:17-05:00","2025-01-17T00:00:00-00:00","","Full","852","Pivot Point","This American Life","yes","","","","People living in that in-between moment before everything changes.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/852.mp3"
"851: Try a Little Tenderness","https://www.thisamericanlife.org/851/try-a-little-tenderness","","2025-01-03T10:33:26-05:00","2025-01-10T00:00:00-00:00","","Full","851","Try a Little Tenderness","This American Life","yes","","","","People try a radical approach to solving their problems.","",""
"850: If You Want to Destroy My Sweater, Hold This Thread as I Walk Away","https://www.thisamericanlife.org/850/my-sweater","","2024-12-13T11:07:48-05:00","2024-12-20T00:00:00-00:00","","Full","850","If You Want to Destroy My Sweater, Hold This Thread as I Walk Away","This American Life","yes","","","","The tiny thing that unravels your world.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/850.mp3"
"849: The Narrator","https://www.thisamericanlife.org/849/the-narrator","","2024-12-06T10:48:37-05:00","2024-12-13T00:00:00-00:00","","Full","849","The Narrator","This American Life","yes","","","","Banias is an 8-year-old kid living in Gaza. And she has a story to tell — many stories, in fact.","",""
"848: The Official Unofficial Record","https://www.thisamericanlife.org/848/the-official-unofficial-record","","2024-11-15T13:32:32-05:00","2024-11-22T00:00:00-00:00","","Full","848","The Official Unofficial Record","This American Life","yes","","","","How do you count almost 12 million votes if you’re not the government?","",""
"847: The Truly Incredible Story of Keiko the Killer Whale","https://www.thisamericanlife.org/847/the-truly-incredible-story-of-keiko-the-killer-whale","","2024-11-08T11:18:15-05:00","2024-11-15T00:00:00-00:00","","Full","847","The Truly Incredible Story of Keiko the Killer Whale","This American Life","yes","","","","A colossal effort to un-tame a whale and send him back to the ocean.","",""
"846: This Is the Cake We Baked","https://www.thisamericanlife.org/846/this-is-the-cake-we-baked","","2024-10-31T14:09:57-04:00","2024-11-08T00:00:00-00:00","","Full","846","This Is the Cake We Baked","This American Life","yes","","","","We talk to people who helped make Trump's victory happen and some who are looking to what’s next.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/846.mp3"
"845: A Small Thing That Gives Me a Tiny Shred of Hope","https://www.thisamericanlife.org/845/a-small-thing","","2024-10-25T10:02:33-04:00","2024-11-01T00:00:00-00:00","","Full","845","A Small Thing That Gives Me a Tiny Shred of Hope","This American Life","yes","","","","A wee flame, flickering in the dark.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/845.mp3"
"844: This Is the Case of Henry Dee","https://www.thisamericanlife.org/844/this-is-the-case-of-henry-dee","","2024-10-10T12:00:41-04:00","2024-10-18T00:00:00-00:00","","Full","844","This Is the Case of Henry Dee","This American Life","yes","","","","Thirteen parole board members decide whether or not one man should be released from prison.","",""
"843: A Little Bit of Power","https://www.thisamericanlife.org/843/a-little-bit-of-power","","2024-10-04T09:27:10-04:00","2024-10-11T00:00:00-00:00","","Full","843","A Little Bit of Power","This American Life","yes","","","","Abbas Alawieh, a leader in the Uncommitted movement, grapples with how to get his voters the thing they want.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/843.mp3"
"842: 51 Days","https://www.thisamericanlife.org/842/51-days","","2024-09-27T15:49:29-04:00","2024-10-04T00:00:00-00:00","","Full","842","51 Days","This American Life","yes","","","","Chen Almog-Goldstein tells the story of life as a hostage in Gaza.","",""
"841: My Senior Year","https://www.thisamericanlife.org/841/my-senior-year","","2024-09-13T11:03:31-04:00","2024-09-20T00:00:00-00:00","","Full","841","My Senior Year","This American Life","yes","","","","One kid comes to America as an exchange student and commits herself to the senior year experience.","",""
"840: How Are You Not Seeing This?","https://www.thisamericanlife.org/840/how-are-you-not-seeing-this","","2024-09-05T12:29:54-04:00","2024-09-13T00:00:00-00:00","","Full","840","How Are You Not Seeing This?","This American Life","yes","","","","People trying and struggling to see what another person sees.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/840.mp3"
"839: Meet Me at the Fair","https://www.thisamericanlife.org/839/meet-me-at-the-fair","","2024-08-22T15:23:09-04:00","2024-09-06T00:00:00-00:00","","Full","839","Meet Me at the Fair","This American Life","yes","","","","We spend a few days at the Iowa State Fair.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/839.mp3"
"838: Letters! Actual Letters!","https://www.thisamericanlife.org/838/letters-actual-letters","","2024-08-08T17:41:57-04:00","2024-08-16T00:00:00-00:00","","Full","838","Letters! Actual Letters!","This American Life","yes","","","","When the best—and perhaps only—way to say something is to write it down.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/838.mp3"
"837: Swim Towards the Shark","https://www.thisamericanlife.org/837/swim-towards-the-shark","","2024-07-24T15:40:20-04:00","2024-08-09T00:00:00-00:00","","Full","837","Swim Towards the Shark","This American Life","yes","","","","In a crisis, when all logic suggests that you get away from the dangerous thing, how will you respond?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/837.mp3"
"836: The Big Rethink","https://www.thisamericanlife.org/836/the-big-rethink","","2024-07-12T10:51:18-04:00","2024-07-19T00:00:00-00:00","","Full","836","The Big Rethink","This American Life","yes","","","","People rethinking some of the most important relationships in their lives.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/836.mp3"
"835: Children of Dave","https://www.thisamericanlife.org/835/children-of-dave","","2024-06-21T13:51:17-04:00","2024-06-28T00:00:00-00:00","","Full","835","Children of Dave","This American Life","yes","","","","Boen Wang goes back to a day that changed the course of his family's story.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/835.mp3"
"834: Yousef and the Fourth Move","https://www.thisamericanlife.org/834/yousef-and-the-fourth-move","","2024-06-07T09:18:06-04:00","2024-06-14T00:00:00-00:00","","Full","834","Yousef and the Fourth Move","This American Life","yes","","","","In Rafah, Yousef is out of options and faces his toughest move yet.","",""
"833: Come Retribution","https://www.thisamericanlife.org/833/come-retribution","","2024-06-03T15:31:56-04:00","2024-06-07T00:00:00-00:00","","Full","833","Come Retribution","This American Life","yes","","","","Trump has a plan for his second term: retribution. We check in with the people who’ve crossed him.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/833.mp3"
"832: That Other Guy","https://www.thisamericanlife.org/832/that-other-guy","","2024-05-24T09:55:14-04:00","2024-05-31T00:00:00-00:00","","Full","832","That Other Guy","This American Life","yes","","","","People tethered to one particular other person, whether they want to be or not.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/832.mp3"
"831: Lists!!!","https://www.thisamericanlife.org/831/lists","","2024-05-17T10:32:15-04:00","2024-05-24T00:00:00-00:00","","Full","831","Lists!!!","This American Life","yes","","","","How they organize the chaos of the world, for good and for bad.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/831.mp3"
"830: The Forever Trial","https://www.thisamericanlife.org/830/the-forever-trial","","2024-05-08T14:49:05-04:00","2024-05-17T00:00:00-00:00","","Full","830","The Forever Trial","This American Life","yes","","","","The trial for the men accused of orchestrating the September 11 terrorist attacks still hasn’t started yet.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/830.mp3"
"829: Two Ledgers","https://www.thisamericanlife.org/829/two-ledgers","","2024-05-03T11:17:27-04:00","2024-05-10T00:00:00-00:00","","Full","829","Two Ledgers","This American Life","yes","","","","Majid believed that if he could testify in court about what happened to him at a CIA black site, he would be given a break. Was he right?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/829.mp3"
"828: Minor Crimes Division","https://www.thisamericanlife.org/828/minor-crimes-division","","2024-03-22T07:58:26-04:00","2024-04-05T00:00:00-00:00","","Full","828","Minor Crimes Division","This American Life","yes","","","","People taking it upon themselves to solve the tiny, overlooked crimes of the world.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/828.mp3"
"827: All the King's Horses","https://www.thisamericanlife.org/827/all-the-kings-horses","","2024-03-15T10:41:33-04:00","2024-03-22T00:00:00-00:00","","Full","827","All the King's Horses","This American Life","yes","","","","The things we break and the ones we can't fix.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/827.mp3"
"826: Unprepared for What Has Already Happened","https://www.thisamericanlife.org/826/unprepared-for-what-has-already-happened","","2024-03-08T12:30:31-05:00","2024-03-15T00:00:00-00:00","","Full","826","Unprepared for What Has Already Happened","This American Life","yes","","","","People waking up to the fact that the world has suddenly changed.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/826.mp3"
"825: Yousef’s Week","https://www.thisamericanlife.org/825/yousef","","2024-02-26T09:10:09-05:00","2024-03-01T00:00:00-00:00","","Full","825","Yousef’s Week","This American Life","yes","","","","A series of phone calls to a man in Gaza about what he and his family are experiencing.","",""
"824: Family Meeting","https://www.thisamericanlife.org/824/family-meeting","","2024-02-16T14:51:42-05:00","2024-02-23T00:00:00-00:00","","Full","824","Family Meeting","This American Life","yes","","","","Your mother and I have something we want to talk with you about.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/824.mp3"
"823: The Question Trap","https://www.thisamericanlife.org/823/the-question-trap","","2024-01-25T14:50:06-05:00","2024-02-02T00:00:00-00:00","","Full","823","The Question Trap","This American Life","yes","","","","An investigation of when and why people ask loaded questions that are a proxy for something else.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/823.mp3"
"822: The Words to Say It","https://www.thisamericanlife.org/822/the-words-to-say-it","","2024-01-18T14:21:07-05:00","2024-01-26T00:00:00-00:00","","Full","822","The Words to Say It","This American Life","yes","","","","What it means to have words—and to lose them.","",""
"821: Embrace the Suck","https://www.thisamericanlife.org/821/embrace-the-suck","","2024-01-05T15:58:29-05:00","2024-01-19T00:00:00-00:00","","Full","821","Embrace the Suck","This American Life","yes","","","","People finding themselves in situations that are worse than they thought and deciding to really go with it.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/821.mp3"
"820: It Wouldn’t Be Make-Believe If You’d Believe In Me","https://www.thisamericanlife.org/820/believe-in-me","","2023-12-15T15:08:22-05:00","2023-12-22T00:00:00-00:00","","Full","820","It Wouldn’t Be Make-Believe If You’d Believe In Me","This American Life","yes","","","","A political party in a major swing state bets on a total outsider.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/820.mp3"
"819: Yousef’s Week","https://www.thisamericanlife.org/819/yousefs-week","","2023-12-18T10:38:27-05:00","2023-12-20T00:00:00-00:00","","Full","819","Yousef’s Week","This American Life","yes","","","","A series of conversations with a man in Gaza over the course of one week.","",""
"818: Stand Clear of the Closing Doors","https://www.thisamericanlife.org/818/stand-clear-of-the-closing-doors","","2023-12-08T10:28:22-05:00","2023-12-15T00:00:00-00:00","","Full","818","Stand Clear of the Closing Doors","This American Life","yes","","","","New York City has scrambled to try and provide shelter and services to over 150,000 migrants. We take a look at how that’s going.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/818.mp3"
"817: The Cavalry Is Not Coming","https://www.thisamericanlife.org/817/the-cavalry-is-not-coming","","2023-11-22T12:56:23-05:00","2023-12-01T00:00:00-00:00","","Full","817","The Cavalry Is Not Coming","This American Life","yes","","","","When you realize that help is not on the way, what do you do next?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/817.mp3"
"816: Poultry Slam","https://www.thisamericanlife.org/816/poultry-slam","","2023-11-21T10:11:01-05:00","2023-11-24T00:00:00-00:00","","Full","816","Poultry Slam","This American Life","yes","","","","Turkeys, chickens, geese, ducks, fowl of all kinds—real and imagined—and their mysterious hold over us.","",""
"815: How I Learned to Shave","https://www.thisamericanlife.org/815/how-i-learned-to-shave","","2023-11-10T09:34:55-05:00","2023-11-17T00:00:00-00:00","","Full","815","How I Learned to Shave","This American Life","yes","","","","Things our dads taught us, whether they intended to or not.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/815.mp3"
"814: Parents Are People","https://www.thisamericanlife.org/814/parents-are-people","","2023-11-03T20:02:26-04:00","2023-11-10T00:00:00-00:00","","Full","814","Parents Are People","This American Life","yes","","","","What happens when you realize the people in charge don’t have the answers.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/814.mp3"
"813: Is That What I Look Like?","https://www.thisamericanlife.org/813/is-that-what-i-look-like","","2023-11-03T11:03:18-04:00","2023-11-03T00:00:00-00:00","","Full","813","Is That What I Look Like?","This American Life","yes","","","","Why does it often take an outsider to see things about you that are obvious?","",""
"812: The Bear at the End of the Tunnel","https://www.thisamericanlife.org/812/the-bear-at-the-end-of-the-tunnel","","2023-10-11T11:23:38-04:00","2023-10-20T00:00:00-00:00","","Full","812","The Bear at the End of the Tunnel","This American Life","yes","","","","People who have a good, long time to think about what they’re doing, look hard at what’s ahead of them, and decide to keep moving forward anyway.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/812.mp3"
"811: The One Place I Can’t Go","https://www.thisamericanlife.org/811/the-one-place-i-cant-go","","2023-09-21T12:49:48-04:00","2023-09-29T00:00:00-00:00","","Full","811","The One Place I Can’t Go","This American Life","yes","","","","Spots we’re avoiding in our private maps of the world.","",""
"810: Say It to My Face","https://www.thisamericanlife.org/810/say-it-to-my-face","","2023-09-08T11:00:33-04:00","2023-09-15T00:00:00-00:00","","Full","810","Say It to My Face","This American Life","yes","","","","Friends and ex-friends finally talk about the one thing between them they've been avoiding.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/810.mp3"
"809: The Call","https://www.thisamericanlife.org/809/the-call","","2023-08-30T09:09:23-04:00","2023-09-08T00:00:00-00:00","","Full","809","The Call","This American Life","yes","","","","One call to a very unusual hotline and everything that followed.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/809.mp3"
"808: The Rest of the Story","https://www.thisamericanlife.org/808/the-rest-of-the-story","","2023-08-10T16:15:54-04:00","2023-08-18T00:00:00-00:00","","Full","808","The Rest of the Story","This American Life","yes","","","","People who—whether they want to or not—find themselves face-to-face with the rest of their stories.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/808.mp3"
"807: Eight Fights","https://www.thisamericanlife.org/807/eight-fights","","2023-07-25T11:35:27-04:00","2023-08-04T00:00:00-00:00","","Full","807","Eight Fights","This American Life","yes","","","","Nadia's family is split between Russia and Ukraine, and when Russia invaded Ukraine, it sparked family conflict, too.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/807.mp3"
"806: I Can't Quit You, Baby","https://www.thisamericanlife.org/806/i-cant-quit-you-baby","","2023-07-19T11:09:57-04:00","2023-07-28T00:00:00-00:00","","Full","806","I Can't Quit You, Baby","This American Life","yes","","","","People on the verge of a big change, not wanting to let go. And the people who give them the final push.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/806.mp3"
"805: The Florida Experiment","https://www.thisamericanlife.org/805/the-florida-experiment","","2023-07-05T15:53:01-04:00","2023-07-14T00:00:00-00:00","","Full","805","The Florida Experiment","This American Life","yes","","","","Ron DeSantis says he'll do for America what he's done for Florida. So what's it like in Florida?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/805.mp3"
"804: The Retrievals","https://www.thisamericanlife.org/804/the-retrievals","","2023-06-23T12:15:09-04:00","2023-06-30T00:00:00-00:00","","Full","804","The Retrievals","This American Life","yes","","","","Patients at a fertility clinic experience excruciating, unexpected pain. For months the reason for that pain remains hidden. Then they get a letter from the clinic.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/804.mp3"
"803: Greetings, People Of Earth","https://www.thisamericanlife.org/803/greetings-people-of-earth","","2023-06-15T16:11:23-04:00","2023-06-23T00:00:00-00:00","","Full","803","Greetings, People Of Earth","This American Life","yes","","","","Humans encounter non-human intelligences of various kinds and try to make sense of them.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/803.mp3"
"802: Father's Day","https://www.thisamericanlife.org/802/fathers-day","","2023-06-16T11:10:08-04:00","2023-06-16T00:00:00-00:00","","Full","802","Father's Day","This American Life","yes","","","","Ira's own father, Barry Glass, co-hosts this special Father's Day show.","",""
"801: Must Be Rats on the Brain","https://www.thisamericanlife.org/801/must-be-rats-on-the-brain","","2023-06-02T20:43:33-04:00","2023-06-09T00:00:00-00:00","","Full","801","Must Be Rats on the Brain","This American Life","yes","","","","The one animal we can’t seem to live without, even when we really, really want to.","",""
"800: Jane Doe","https://www.thisamericanlife.org/800/jane-doe","","2023-05-19T19:12:24-04:00","2023-05-26T00:00:00-00:00","","Full","800","Jane Doe","This American Life","yes","","","","Five years after the #MeToo explosion, what’s happened in the lives of the women who went public with their stories?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/800.mp3"
"799: The Lives of Others","https://www.thisamericanlife.org/799/the-lives-of-others","","2023-04-27T14:15:41-04:00","2023-05-12T00:00:00-00:00","","Full","799","The Lives of Others","This American Life","yes","","","","Looping thoughts about people you barely know, or don't know at all.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/799.mp3"
"798: Leaving the Fold","https://www.thisamericanlife.org/798/leaving-the-fold","","2023-05-03T11:42:43-04:00","2023-05-05T00:00:00-00:00","","Full","798","Leaving the Fold","This American Life","yes","","","","People trying to leave some moment in their life behind, which can be hard.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/798.mp3"
"797: What I Was Thinking As We Were Sinking","https://www.thisamericanlife.org/797/what-i-was-thinking-as-we-were-sinking","","2023-04-11T10:59:16-04:00","2023-04-21T00:00:00-00:00","","Full","797","What I Was Thinking As We Were Sinking","This American Life","yes","","","","It's funny the things that go through your head during a disaster.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/797.mp3"
"796: What Lies Beneath","https://www.thisamericanlife.org/796/what-lies-beneath","","2023-04-11T10:34:41-04:00","2023-04-14T00:00:00-00:00","","Full","796","What Lies Beneath","This American Life","yes","","","","Summoning up stuff that’s usually hidden down deep.","",""
"795: Nine Months Later","https://www.thisamericanlife.org/795/nine-months-later","","2023-03-29T11:13:11-04:00","2023-04-07T00:00:00-00:00","","Full","795","Nine Months Later","This American Life","yes","","","","We talk to people who wanted abortions right when the laws were changing in their states.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/795.mp3"
"794: So Close and Yet So Far","https://www.thisamericanlife.org/794/so-close-and-yet-so-far","","2023-03-19T14:28:11-04:00","2023-03-24T00:00:00-00:00","","Full","794","So Close and Yet So Far","This American Life","yes","","","","People ​so close to each other, ​in ​extremely intimate situations​,​ who are also a million miles apart.","",""
"793: The Problem with Ghosts","https://www.thisamericanlife.org/793/the-problem-with-ghosts","","2023-03-02T12:32:53-05:00","2023-03-10T00:00:00-00:00","","Full","793","The Problem with Ghosts","This American Life","yes","","","","The ghosts that visit us, the ghosts that never do, and the ghosts that walk among us.","",""
"792: When to Leave","https://www.thisamericanlife.org/792/when-to-leave","","2023-02-13T15:55:30-05:00","2023-03-03T00:00:00-00:00","","Full","792","When to Leave","This American Life","yes","","","","People staring down that hardest of questions: Is now the time? To leave?","",""
"791: Math or Magic?","https://www.thisamericanlife.org/791/math-or-magic","","2023-02-03T12:41:58-05:00","2023-02-10T00:00:00-00:00","","Full","791","Math or Magic?","This American Life","yes","","","","When it comes to finding love, there seems to be two schools of thought on the best way to go about it.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/791.mp3"
"790: You're It","https://www.thisamericanlife.org/790/youre-it","","2023-01-19T11:14:31-05:00","2023-01-27T00:00:00-00:00","","Full","790","You're It","This American Life","yes","","","","Sometimes you raise your hand. Other times you’re just the only one left.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/790.mp3"
"789: The Runaround","https://www.thisamericanlife.org/789/the-runaround","","2023-01-06T10:02:40-05:00","2023-01-20T00:00:00-00:00","","Full","789","The Runaround","This American Life","yes","","","","People being dodged, delayed, and evaded—and what they do to put an end to it.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/789.mp3"
"788: Half-Baked Stories About My Dead Mom","https://www.thisamericanlife.org/788/half-baked-stories-about-my-dead-mom","","2022-12-08T12:27:43-05:00","2023-01-06T00:00:00-00:00","","Full","788","Half-Baked Stories About My Dead Mom","This American Life","yes","","","","Writer Etgar Keret tries to come up with the stories that capture the different sides of his mother.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/788.mp3"
"787: Baby's First Christmas","https://www.thisamericanlife.org/787/babys-first-christmas","","2022-12-15T11:42:14-05:00","2022-12-23T00:00:00-00:00","","Full","787","Baby's First Christmas","This American Life","yes","","","","People experiencing Christmas in brand new ways, giving the holiday even more meaning.","",""
"786: It's a Game Show!","https://www.thisamericanlife.org/786/its-a-game-show","","2022-11-23T10:57:41-05:00","2022-12-02T00:00:00-00:00","","Full","786","It's a Game Show!","This American Life","yes","","","","Something we’ve never done before: true stories told in the form of a game show.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/786.mp3"
"785: Through the Looking Glass","https://www.thisamericanlife.org/785/through-the-looking-glass","","2022-11-11T11:17:24-05:00","2022-11-25T00:00:00-00:00","","Full","785","Through the Looking Glass","This American Life","yes","","","","People trying to coax each other across the line, from one side to the other.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/785.mp3"
"784: Mapmaker, Mapmaker, Make Me a Map","https://www.thisamericanlife.org/784/mapmaker","","2022-10-28T11:12:47-04:00","2022-11-04T00:00:00-00:00","","Full","784","Mapmaker, Mapmaker, Make Me a Map","This American Life","yes","","","","How Ohio Republicans drew electoral maps that violated their own constitutional amendment.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/784.mp3"
"783: Kids These Days","https://www.thisamericanlife.org/783/kids-these-days","","2022-10-21T09:36:12-04:00","2022-10-28T00:00:00-00:00","","Full","783","Kids These Days","This American Life","yes","","","","We hear from kids who are dealing with some of the country’s most contentious debates. Debates that are supposedly about them.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/783.mp3"
"782: Family Dig","https://www.thisamericanlife.org/782/family-dig","","2022-10-07T12:43:15-04:00","2022-10-14T00:00:00-00:00","","Full","782","Family Dig","This American Life","yes","","","","Two people go on excavations of their families’ pasts.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/782.mp3"
