"title","link","description","pubDate","releaseDate","guid","episodeType","episode","itunes_title","author","explicit","image","enclosure","duration","subtitle","summary","clean"
"717: Audience of One (2020)","https://www.thisamericanlife.org/717/audience-of-one-2020","","2020-09-04T11:03:41-04:00","2020-09-11T00:00:00-00:00","","Full","717","Audience of One (2020)","This American Life","yes","","","","At a time when going to the movies is mostly out of the question, we bring the movies to you.","",""
"716: Trail of Tears","https://www.thisamericanlife.org/716/trail-of-tears","","2020-09-02T11:48:30-04:00","2020-09-04T00:00:00-00:00","","Full","716","Trail of Tears","This American Life","yes","","","","Writer Sarah Vowell and her twin sister retrace the Trail of Tears, the route their Cherokee ancestors took when expelled from their own land.","",""
"715: Long-Awaited Asteroid Finally Hits Earth","https://www.thisamericanlife.org/715/long-awaited-asteroid-finally-hits-earth","","2020-08-21T10:40:43-04:00","2020-08-28T00:00:00-00:00","","Full","715","Long-Awaited Asteroid Finally Hits Earth","This American Life","yes","","","","Teachers, students and parents have been bracing themselves for the start of this unprecedented school year. Now it's here.","",""
"714: Day at the Beach","https://www.thisamericanlife.org/714/day-at-the-beach","","2020-08-10T12:40:41-04:00","2020-08-14T00:00:00-00:00","","Full","714","Day at the Beach","This American Life","yes","","","","It’s the last few weeks of summer, so we’re going to the beach! This week, stories from the surf and sand.","",""
"713: Made to Be Broken","https://www.thisamericanlife.org/713/made-to-be-broken","","2020-07-31T11:38:46-04:00","2020-08-07T00:00:00-00:00","","Full","713","Made to Be Broken","This American Life","yes","","","","In a pitched moment of rule-questioning, a show about rules and the people who break them.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/713.mp3"
"712: Nice White Parents","https://www.thisamericanlife.org/712/nice-white-parents","","2020-07-23T13:43:23-04:00","2020-07-31T00:00:00-00:00","","Full","712","Nice White Parents","This American Life","yes","","","","Producer Chana Joffe-Walt investigates the inordinate power of white parents at one ordinary public school.","",""
"711: How to Be Alone","https://www.thisamericanlife.org/711/how-to-be-alone","","2020-07-10T20:41:53-04:00","2020-07-17T00:00:00-00:00","","Full","711","How to Be Alone","This American Life","yes","","","","In space, in the ocean, by ourselves, or with others—we’re all just figuring out how to be apart.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/711.mp3"
"710: Umbrellas Down","https://www.thisamericanlife.org/710/umbrellas-down","","2020-07-10T15:58:35-04:00","2020-07-10T00:00:00-00:00","","Full","710","Umbrellas Down","This American Life","yes","","","","As China's new national security law tightens its control over Hong Kong, we return to our episode about last fall's anti-government protests and check in to see how people are responding.","",""
"709: The Reprieve","https://www.thisamericanlife.org/709/the-reprieve","","2020-06-19T13:46:35-04:00","2020-06-26T00:00:00-00:00","","Full","709","The Reprieve","This American Life","yes","","","","How Covid-19 has changed the nurses and doctors at one hospital in Detroit, and their city.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/709.mp3"
"708: Here, Again","https://www.thisamericanlife.org/708/here-again","","2020-06-11T09:21:50-04:00","2020-06-12T00:00:00-00:00","","Full","708","Here, Again","This American Life","yes","","","","We hear what different people said and did one weekend in reaction to the killing of George Floyd.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/708.mp3"
"707: We Are in the Future","https://www.thisamericanlife.org/707/we-are-in-the-future","","2020-06-05T14:37:42-04:00","2020-06-05T00:00:00-00:00","","Full","707","We Are in the Future","This American Life","yes","","","","In this moment of sorrow, protest, and rage, we offer this as a break from the dreadful present: our show about Afrofuturism.","",""
"706: A Mess to Be Reckoned With","https://www.thisamericanlife.org/706/a-mess-to-be-reckoned-with","","2020-05-22T13:34:37-04:00","2020-05-29T00:00:00-00:00","","Full","706","A Mess to Be Reckoned With","This American Life","yes","","","","Lissa Yellow Bird searches for missing people. She's great at it. But then, her niece goes missing.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/706.mp3"
"705: Time Out","https://www.thisamericanlife.org/705/time-out","","2020-05-15T21:40:43-04:00","2020-05-22T00:00:00-00:00","","Full","705","Time Out","This American Life","yes","","","","Our favorite stories from the football fields, boxing rings, and basketball courts of days past.","",""
"704: Our Pulitzer-Winning Episode","https://www.thisamericanlife.org/704/our-pulitzer-winning-episode","","2020-05-13T09:59:57-04:00","2020-05-15T00:00:00-00:00","","Full","704","Our Pulitzer-Winning Episode","This American Life","yes","","","","What the Trump administration’s ""Remain in Mexico"" policy really means, on the ground, at the Mexican border.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/704.mp3"
"703: Stuck!","https://www.thisamericanlife.org/703/stuck","","2020-05-01T14:24:30-04:00","2020-05-08T00:00:00-00:00","","Full","703","Stuck!","This American Life","yes","","","","During a time when a lot of us feel like we are living in a holding pattern, stories of people feeling stuck.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/703.mp3"
"702: One Last Thing Before I Go","https://www.thisamericanlife.org/702/one-last-thing-before-i-go","","2020-04-24T12:03:49-04:00","2020-04-24T00:00:00-00:00","","Full","702","One Last Thing Before I Go","This American Life","yes","","","","Ordinary people make last ditch efforts to get through to their loved ones.","",""
"701: Black Box","https://www.thisamericanlife.org/701/black-box","","2020-04-10T15:54:35-04:00","2020-04-17T00:00:00-00:00","","Full","701","Black Box","This American Life","yes","","","","Desperate to know what happened to his family, a man obsessively decodes the only information about them he can get.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/701.mp3"
"700: Embiggening","https://www.thisamericanlife.org/700/embiggening","","2020-04-03T22:37:24-04:00","2020-04-10T00:00:00-00:00","","Full","700","Embiggening","This American Life","yes","","","","Sometimes a sketch of a thing needs filling in for its true significance to be known.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/700.mp3"
"699: Fiasco!","https://www.thisamericanlife.org/699/fiasco","","2020-04-03T09:15:58-04:00","2020-04-03T00:00:00-00:00","","Full","699","Fiasco!","This American Life","yes","","","","We leave the normal realm of human error and enter the territory of huge breakdowns.","",""
"698: The Test","https://www.thisamericanlife.org/698/the-test","","2020-03-20T17:26:05-04:00","2020-03-27T00:00:00-00:00","","Full","698","The Test","This American Life","yes","","","","Stories of people trying to rise to the challenge presented by coronavirus, in some pretty extreme situations.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/698.mp3"
"697: Alone Together","https://www.thisamericanlife.org/697/alone-together","","2020-03-19T11:44:36-04:00","2020-03-20T00:00:00-00:00","","Full","697","Alone Together","This American Life","yes","","","","In this moment when everyone’s reaching out to the people they love, we put together a collection of family stories.","",""
"696: Low Hum of Menace","https://www.thisamericanlife.org/696/low-hum-of-menace","","2020-03-06T15:12:49-05:00","2020-03-13T00:00:00-00:00","","Full","696","Low Hum of Menace","This American Life","yes","","","","Things do not seem fine at all, but it’s hard to say why.","",""
"695: Everyone's a Critic","https://www.thisamericanlife.org/695/everyones-a-critic","","2020-02-21T16:41:44-05:00","2020-02-28T00:00:00-00:00","","Full","695","Everyone's a Critic","This American Life","yes","","","","People squirming in a world where everything is rated and reviewed.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/695.mp3"
"694: Get Back to Where You Once Belonged","https://www.thisamericanlife.org/694/get-back-to-where-you-once-belonged","","2020-02-07T17:35:26-05:00","2020-02-14T00:00:00-00:00","","Full","694","Get Back to Where You Once Belonged","This American Life","yes","","","","People looking everywhere to find a place—any place—where, for once, they don't have to be the odd man out.","",""
"693: Abdi the American","https://www.thisamericanlife.org/693/abdi-the-american","","2020-02-01T08:23:44-05:00","2020-02-07T00:00:00-00:00","","Full","693","Abdi the American","This American Life","yes","","","","We return to our story about Abdi Nor from 2015, with some news about his life today.","",""
"692: The Show of Delights","https://www.thisamericanlife.org/692/the-show-of-delights","","2020-01-24T19:51:08-05:00","2020-01-31T00:00:00-00:00","","Full","692","The Show of Delights","This American Life","yes","","","","In these dark times, we attempt some radical counterprogramming: a show made up entirely of stories about delight.","",""
"691: Gardens of Branching Paths","https://www.thisamericanlife.org/691/gardens-of-branching-paths","","2020-01-03T12:48:47-05:00","2020-01-10T00:00:00-00:00","","Full","691","Gardens of Branching Paths","This American Life","yes","","","","Other universes that are just like our own, but with one small difference.","",""
"690: Too Close to Home","https://www.thisamericanlife.org/690/too-close-to-home","","2019-12-20T12:56:17-05:00","2019-12-27T00:00:00-00:00","","Full","690","Too Close to Home","This American Life","yes","","","","For the holidays, stories of families finally addressing the thorny thing they’ve never really talked about.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/690.mp3"
"689: Digging Up the Bones","https://www.thisamericanlife.org/689/digging-up-the-bones","","2019-11-29T18:57:54-05:00","2019-12-06T00:00:00-00:00","","Full","689","Digging Up the Bones","This American Life","yes","","","","There's a lot that can be gained from unearthing the past. But it doesn't always go how you'd expect.","",""
"688: The Out Crowd","https://www.thisamericanlife.org/688/the-out-crowd","","2019-11-08T18:54:57-05:00","2019-11-15T00:00:00-00:00","","Full","688","The Out Crowd","This American Life","yes","","","","Reports from the frontlines of the Trump administration's ""Remain in Mexico"" asylum policy. This episode won the first ever Pulitzer Prize given for audio journalism.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/688.mp3"
"687: Small Things Considered","https://www.thisamericanlife.org/687/small-things-considered","","2019-11-01T16:34:19-04:00","2019-11-08T00:00:00-00:00","","Full","687","Small Things Considered","This American Life","yes","","","","Tiny letters, a very small number, and a medication that's supposed to cure shortness.","",""
"686: Umbrellas Up","https://www.thisamericanlife.org/686/umbrellas-up","","2019-10-11T19:10:54-04:00","2019-10-18T00:00:00-00:00","","Full","686","Umbrellas Up","This American Life","yes","","","","For over 100 days now, protestors in Hong Kong have taken to the streets every weekend. What it’s like to live through that.","",""
"685: We Come From Small Places","https://www.thisamericanlife.org/685/we-come-from-small-places","","2019-10-04T17:41:58-04:00","2019-10-11T00:00:00-00:00","","Full","685","We Come From Small Places","This American Life","yes","","","","We go to one of the biggest parties in NYC, the West Indian American Day Parade in Brooklyn.","",""
"684: Burn It Down","https://www.thisamericanlife.org/684/burn-it-down","","2019-09-20T17:27:47-04:00","2019-09-27T00:00:00-00:00","","Full","684","Burn It Down","This American Life","yes","","","","Stories of people who decide the only way forward — for real change — is to burn everything to the ground.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/684.mp3"
"683: Beer Summit","https://www.thisamericanlife.org/683/beer-summit","","2019-09-06T16:41:50-04:00","2019-09-20T00:00:00-00:00","","Full","683","Beer Summit","This American Life","yes","","","","Two people, sitting down over a beer, hashing out their differences. Hard to imagine these days, right?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/683.mp3"
"682: Ten Sessions","https://www.thisamericanlife.org/682/ten-sessions","","2019-08-16T17:58:19-04:00","2019-08-23T00:00:00-00:00","","Full","682","Ten Sessions","This American Life","yes","","","","A therapy that helps people work through unhealed trauma in just ten sessions.","",""
"681: Escape From the Lab","https://www.thisamericanlife.org/681/escape-from-the-lab","","2019-08-09T17:50:09-04:00","2019-08-16T00:00:00-00:00","","Full","681","Escape From the Lab","This American Life","yes","","","","What happens when our most ingenious creations actually make it out into the world.","",""
"680: The Weight Of Words (2019)","https://www.thisamericanlife.org/680/the-weight-of-words-2019","","2019-07-19T21:55:18-04:00","2019-07-26T00:00:00-00:00","","Full","680","The Weight Of Words (2019)","This American Life","yes","","","","Words mean things, but some words are especially meaningful — whether in a survival manual, a song lyric, or a slur.","",""
"679: Save the Girl","https://www.thisamericanlife.org/679/save-the-girl","","2019-07-05T16:30:51-04:00","2019-07-12T00:00:00-00:00","","Full","679","Save the Girl","This American Life","yes","","","","People go on missions to save girls from danger. But they get so caught up that it overshadows the girl herself.","",""
"678: The Wannabes","https://www.thisamericanlife.org/678/the-wannabes","","2019-06-28T19:49:51-04:00","2019-07-05T00:00:00-00:00","","Full","678","The Wannabes","This American Life","yes","","","","We hang out with the presidential candidates, in this weird early period of the election.","",""
"677: Seeing Yourself In the Wild","https://www.thisamericanlife.org/677/seeing-yourself-in-the-wild","","2019-06-07T16:46:34-04:00","2019-06-14T00:00:00-00:00","","Full","677","Seeing Yourself In the Wild","This American Life","yes","","","","Stories of those unexpected moments when we see who we really are.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/677.mp3"
"676: Here’s Looking at You, Kid","https://www.thisamericanlife.org/676/heres-looking-at-you-kid","","2019-05-24T10:35:51-04:00","2019-05-31T00:00:00-00:00","","Full","676","Here’s Looking at You, Kid","This American Life","yes","","","","Adults telling kids who they are, and kids wondering — are they right?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/676.mp3"
"675: I’m on TV??","https://www.thisamericanlife.org/675/im-on-tv","","2019-05-10T15:40:02-04:00","2019-05-17T00:00:00-00:00","","Full","675","I’m on TV??","This American Life","yes","","","","What it's like to be momentarily big on the small screen.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/675.mp3"
